"","subject","activity","tBodyAcc-std-X","tBodyAcc-std-Y","tBodyAcc-std-Z","tGravityAcc-std-X","tGravityAcc-std-Y","tGravityAcc-std-Z","tBodyAccJerk-std-X","tBodyAccJerk-std-Y","tBodyAccJerk-std-Z","tBodyGyro-std-X","tBodyGyro-std-Y","tBodyGyro-std-Z","tBodyGyroJerk-std-X","tBodyGyroJerk-std-Y","tBodyGyroJerk-std-Z","tBodyAccMag-std","tGravityAccMag-std","tBodyAccJerkMag-std","tBodyGyroMag-std","tBodyGyroJerkMag-std","fBodyAcc-std-X","fBodyAcc-std-Y","fBodyAcc-std-Z","fBodyAccJerk-std-X","fBodyAccJerk-std-Y","fBodyAccJerk-std-Z","fBodyGyro-std-X","fBodyGyro-std-Y","fBodyGyro-std-Z","fBodyAccMag-std","fBodyBodyAccJerkMag-std","fBodyBodyGyroMag-std","fBodyBodyGyroJerkMag-std"
"20",6,"SITTING",-0.980164933636364,-0.923682131090909,-0.925797097090909,-0.988872369272727,-0.960875994727273,-0.955475832363636,-0.969929476363636,-0.945143686181818,-0.958572952545454,-0.957367681818182,-0.944130044727273,-0.939681350909091,-0.943714804727273,-0.961780726363636,-0.958787671272727,-0.931572655636364,-0.931572655636364,-0.948181827818182,-0.921259472727273,-0.950150571818182,-0.982451284727273,-0.925676956,-0.925768475636364,-0.971488767454545,-0.946880042,-0.961636555090909,-0.963407046545455,-0.944901470363636,-0.947326797818182,-0.939547202909091,-0.947304700363636,-0.929549141636364,-0.951196693454545
"21",6,"STANDING",-0.981758159649123,-0.921493191754386,-0.925692371929825,-0.985583066842105,-0.96844910122807,-0.942795062280702,-0.973132635789474,-0.949362277017544,-0.967547241754386,-0.947561298596491,-0.94248658631579,-0.947782155964912,-0.946423593157895,-0.962422163684211,-0.962758177192982,-0.939310249649123,-0.939310249649123,-0.956099145964912,-0.915891572982456,-0.952536233859649,-0.984067374035088,-0.921449111052632,-0.922067224210526,-0.975235677719298,-0.950681450350877,-0.969895845789474,-0.952817395263158,-0.942539174210526,-0.95445570245614,-0.94456410754386,-0.95538157877193,-0.923108761578947,-0.952088499473684
"22",6,"WALKING",-0.296538717368421,0.164213884996491,-0.504324207192982,-0.977779896491228,-0.964248568070175,-0.957205025789474,-0.132784766936842,0.00808897373684211,-0.575777466491228,-0.446020952631579,-0.331702267894737,-0.383139334736842,-0.18260093354386,-0.416390246140351,-0.166684422233333,-0.266734167368421,-0.266734167368421,-0.0706029648421053,-0.36560291677193,-0.364708342315789,-0.34522769,0.101699642168947,-0.550474621754386,-0.19269469414386,0.0314450678263158,-0.608624354210526,-0.515323854385965,-0.332008706842105,-0.512209233508772,-0.421683093508772,-0.0964999702982456,-0.510648322631579,-0.408078906482456
"23",6,"WALKING_DOWNSTAIRS",0.383681639791667,0.360164958768542,-0.320204232520417,-0.9544062675,-0.93357760125,-0.934378766458333,0.165271070858333,0.276544029529167,-0.336817322270833,-0.19830385328125,-0.18922957,-0.0940797929729167,0.0393387960854167,-0.193508405479167,0.193206498960417,0.373611914166667,0.373611914166667,0.209502174375,-0.0426276750979167,-0.111228416159583,0.403369766666667,0.283247837625,-0.4060143105,0.0886515099394167,0.341242392604167,-0.389057047125,-0.286724914610417,-0.235470976166667,-0.275667262770833,0.1446227570625,0.15480886140625,-0.242353857320833,-0.145733545496458
"24",6,"WALKING_UPSTAIRS",-0.0501350188513725,0.189276117327451,-0.353519514896078,-0.959399425098039,-0.912900683137255,-0.906196352156863,-0.180301156098039,-0.0413994646723529,-0.560830688235294,-0.321973723647059,-0.315799901607843,-0.18390018167451,-0.186763293747059,-0.486494120980392,-0.170814790834118,-0.0791508842176471,-0.0791508842176471,-0.169970363039216,-0.199893710196078,-0.440079851313725,-0.0211335627276471,0.159123777172549,-0.36587418445098,-0.186815074235294,-0.0169811409705882,-0.571673957058824,-0.390248128039216,-0.31361857145098,-0.309998085098039,-0.222161433666667,-0.177734840922353,-0.318173892545098,-0.455937719019608
"25",7,"LAYING",-0.93651361,-0.926262668653846,-0.952978365961539,-0.914221270096154,-0.955543549230769,-0.961908984423077,-0.980977756153846,-0.973093160192308,-0.972983064230769,-0.9601268225,-0.945071935384615,-0.955294890576923,-0.9738372325,-0.976483727307692,-0.988871878269231,-0.907039513153846,-0.907039513153846,-0.967310932307692,-0.918662459038462,-0.971205137884615,-0.931120580576923,-0.922917902307692,-0.953380646346154,-0.983560175384615,-0.975886145,-0.975072995192308,-0.962348254423077,-0.939727873653846,-0.9588764125,-0.910542462919231,-0.965359228076923,-0.918892518653846,-0.969403035384615
"26",7,"SITTING",-0.972668374583333,-0.909454698541667,-0.8565329414375,-0.957082433333333,-0.945436264583333,-0.868602535416667,-0.982158098125,-0.969458676458333,-0.972256472708333,-0.941870953333333,-0.944124336458333,-0.937021208541667,-0.974369045625,-0.981024680625,-0.980954665416667,-0.881957619770833,-0.881957619770833,-0.970243274166667,-0.898063314375,-0.976214430208333,-0.972879966041667,-0.904629195833333,-0.844083052916667,-0.984026344375,-0.971814980208333,-0.974699194375,-0.9427264225,-0.93824472,-0.939826018125,-0.88691563825,-0.9684948675,-0.895804978125,-0.97496593875
"27",7,"STANDING",-0.979307570377358,-0.923400921886792,-0.917064168490566,-0.987917503962264,-0.966162998679245,-0.939161014716981,-0.976403544716981,-0.965810609622642,-0.972060053207547,-0.945247687358491,-0.949646946792453,-0.951630777358491,-0.96598339754717,-0.976837757358491,-0.978166790943396,-0.933590156792453,-0.933590156792453,-0.968566356037736,-0.918438958867924,-0.97210793,-0.980541336037736,-0.919118753018868,-0.912358813773585,-0.978729082830189,-0.966850290188679,-0.974533710754717,-0.947891986226415,-0.945818157735849,-0.954339406415094,-0.93728796509434,-0.969092161886792,-0.919848139056604,-0.971899418301887
"28",7,"WALKING",-0.327243240701754,-0.0772618561052631,0.159631283261403,-0.979851271403509,-0.969404155087719,-0.952159770526316,-0.346026226140351,-0.0547448948245614,-0.149488514397895,-0.503313517017544,-0.23109830545614,-0.396013535263158,-0.21166729682807,-0.174136410738596,-0.458302971403509,-0.198554708385965,-0.198554708385965,-0.027557329277193,-0.19828316695614,-0.0953401161070176,-0.322034908070175,-0.143721823263158,0.133316828089298,-0.365314790947368,-0.0431917460807018,-0.190751539207018,-0.563615256666667,-0.290859379017544,-0.463270018245614,-0.351706780526316,-0.022138358,-0.343894914947368,-0.0841663774087719
"29",7,"WALKING_DOWNSTAIRS",0.0660815600978723,-0.138179072734043,-0.0636402447755319,-0.964875962978723,-0.952678693617021,-0.92875646893617,0.0285033927287234,-0.296279674759574,-0.347107758021277,-0.407744096,-0.29262613606383,-0.401051415531915,-0.510731018297872,-0.299520205208511,-0.425200371553192,0.214544028088723,0.214544028088723,0.0901836280510638,-0.259751603446809,-0.29477867693617,0.0730110797851064,-0.190187141297872,-0.100121492529787,-0.00426289144680851,-0.324378560319149,-0.397774503468085,-0.432730974446809,-0.351717743191489,-0.495120053191489,0.0214440976893617,0.107856840302128,-0.396909651702128,-0.353544695678723
"30",7,"WALKING_UPSTAIRS",-0.29487297445098,-0.32616002254902,-0.145665025639216,-0.932823053333333,-0.939774255490196,-0.881675909607843,-0.415153115882353,-0.519897595686274,-0.60780843627451,-0.363853236862745,-0.572996820784314,-0.348980051411765,-0.616812659215686,-0.671243739607843,-0.682184175686275,-0.33474460745098,-0.33474460745098,-0.471265710980392,-0.418144852156863,-0.67642807254902,-0.279870086215686,-0.341025552941176,-0.124912269443137,-0.426974025686275,-0.53419130254902,-0.631919608823529,-0.368636961470588,-0.579964614705882,-0.393062890647059,-0.415307106666667,-0.497441363137255,-0.444994481882353,-0.704090967843137
"31",8,"LAYING",-0.94304121537037,-0.93489116,-0.932491454407407,-0.918873192333333,-0.957990036481482,-0.94183626337037,-0.973253042222222,-0.976520952037037,-0.96608757462963,-0.965204017592593,-0.952039385740741,-0.96758975462963,-0.969924077407407,-0.974186451851852,-0.987601203703704,-0.91325033,-0.91325033,-0.962954517222222,-0.932470764444444,-0.969029111666667,-0.940125298333333,-0.931236756962963,-0.931146497518519,-0.975959911481481,-0.979170881666667,-0.968699222962963,-0.967846360740741,-0.950316470925926,-0.970671966481481,-0.917257979425926,-0.963791094259259,-0.93678697,-0.971793279814815
"32",8,"SITTING",-0.979026152391304,-0.927331997021739,-0.939553030217391,-0.966757967173913,-0.937462301369565,-0.935475331521739,-0.985188753695652,-0.980784606086957,-0.985285807173913,-0.984524052826087,-0.97150069673913,-0.959623548478261,-0.993264647391304,-0.98887627673913,-0.985241405434783,-0.929943615630435,-0.929943615630435,-0.980667377391304,-0.953001632173913,-0.986756670869565,-0.978256730652174,-0.923829969347826,-0.933889846521739,-0.986913610652174,-0.983038783478261,-0.986185349347826,-0.985339301521739,-0.96892443326087,-0.962632253913044,-0.93172124,-0.97932021173913,-0.953251156521739,-0.986147262608696
"33",8,"STANDING",-0.988815418148148,-0.938479429074074,-0.926065255185185,-0.987690217222222,-0.958904114074074,-0.918293913703704,-0.989198879814815,-0.976442140740741,-0.982610899259259,-0.972990379814815,-0.969421045555556,-0.974118322407407,-0.981573085740741,-0.985508765185185,-0.989270900740741,-0.937187185222222,-0.937187185222222,-0.979932239074074,-0.95322478962963,-0.982460332222222,-0.98918374962963,-0.936231722777778,-0.919744963888889,-0.990414086851852,-0.97858173,-0.984465744444444,-0.974200997592593,-0.968055495925926,-0.975976456111111,-0.938628186322222,-0.979135440925926,-0.954119826296296,-0.981832336296296
"34",8,"WALKING",-0.173605736002083,0.380782052708333,-0.1420885318125,-0.974752050208333,-0.956781505625,-0.956640104791667,-0.2586886278125,0.233987544458333,-0.383200596479167,-0.1992097184375,-0.2119972775,-0.0754447842395833,-0.2460827504375,-0.428055700208333,-0.388446971666667,-0.1804072826,-0.1804072826,-0.184571053979167,-0.238746703958333,-0.502957255416667,-0.148386858858333,0.32484493125,-0.158437341970833,-0.271448185291667,0.315883536479167,-0.4044825094375,-0.234252005895833,-0.1908057215,-0.1429742348125,-0.360818978541667,-0.276436130125,-0.327459577895833,-0.581240190833333
"35",8,"WALKING_DOWNSTAIRS",0.0241393473736842,0.343826273105263,0.1337170395,-0.945766561578947,-0.941580934473684,-0.897190012631579,0.250143724521053,0.288140718789474,-0.0135136269,-0.258430885531579,0.0243131207736842,-0.129565242710526,-0.267887897328947,-0.0704526510842105,-0.1896044435,0.131337867236842,0.131337867236842,0.2534082561,-0.0466291872078947,-0.157484866842105,-0.0260463260078947,0.232184078052632,0.0214914840105263,0.172658982065789,0.273943791773684,-0.0846674186842105,-0.302735102631579,-0.0461356322868421,-0.268253406210526,-0.156141093578947,0.134734731236842,-0.255590314210526,-0.26298447
"36",8,"WALKING_UPSTAIRS",-0.171712174634146,0.348768733170732,0.121187278790244,-0.926673287804878,-0.931032068536585,-0.876168930487805,-0.186618895268293,-0.0123501104926829,-0.447518179097561,-0.367428367219512,-0.0666980861414634,0.337526477436585,-0.40507069195122,-0.424675673414634,-0.430366658780488,-0.227200254219512,-0.227200254219512,-0.228296364146341,-0.109327923829268,-0.493975031707317,-0.175284990170732,0.30540146,0.133766193578049,-0.24733661795122,-0.0700821464439024,-0.508248316829268,-0.409955580780488,-0.0478802512585366,0.263202878429268,-0.409282851707317,-0.379266499780488,-0.183325647134146,-0.575733290731707
"37",11,"LAYING",-0.98477733,-0.972196873859649,-0.971311176842105,-0.97956560245614,-0.990765579649123,-0.984192606315789,-0.985259108596491,-0.972777455263158,-0.982111784210526,-0.980836884561403,-0.982442644035088,-0.959897432807018,-0.981724838421053,-0.990845724736842,-0.986549063333333,-0.972891829473684,-0.972891829473684,-0.976504858596491,-0.954713182807018,-0.984476476666667,-0.985322211929825,-0.973589287368421,-0.971668077017544,-0.987122678245614,-0.973486716315789,-0.983302949122807,-0.982424585438596,-0.982660631754386,-0.963183902982456,-0.976037695614035,-0.975126531403509,-0.954849053508772,-0.983569468245614
"38",11,"SITTING",-0.982796562075472,-0.921402118113208,-0.968370181886792,-0.988069341132075,-0.949792572075472,-0.971661610754717,-0.980335163584906,-0.966766643396226,-0.983441609622641,-0.988164911509434,-0.982249040188679,-0.95284431245283,-0.990501518301887,-0.988554820188679,-0.981016044716981,-0.944581826415094,-0.944581826415094,-0.974511726792453,-0.959964488301887,-0.986256664716981,-0.983389810188679,-0.920047161698113,-0.967884390943396,-0.981607942075472,-0.968421475660377,-0.984349606792453,-0.989189512641509,-0.982137919056604,-0.956802766792453,-0.948521986037736,-0.972289134150943,-0.960711241886792,-0.985607229245283
"39",11,"STANDING",-0.994978878723404,-0.964173331702128,-0.986382712765957,-0.994529398085106,-0.981047828723404,-0.989433253617021,-0.992527404255319,-0.979428279574468,-0.990132989574468,-0.980242494680851,-0.994210471914894,-0.980636664893617,-0.986690403617021,-0.995571631276596,-0.990663218510638,-0.98030536893617,-0.98030536893617,-0.988853960638298,-0.977071437446808,-0.992579166595745,-0.995573762978723,-0.96350679,-0.985958517446809,-0.993414564042553,-0.981185823617021,-0.990378149574468,-0.981009115744681,-0.994353086595745,-0.98230878106383,-0.981503969574468,-0.98802123106383,-0.977437710851064,-0.992277468510638
"40",11,"WALKING",-0.422842071864407,-0.0522120750440678,-0.530626311355932,-0.98110101440678,-0.966240553559322,-0.960852684067797,-0.428516343559322,-0.181419230254237,-0.720654731186441,-0.596346930847458,-0.499625287288136,-0.434178202542373,-0.541616397118644,-0.737993755932203,-0.551079942542373,-0.487735915084746,-0.487735915084746,-0.403141284745763,-0.558362783220339,-0.753671416101695,-0.433703311525424,-0.0966068285372881,-0.523093394915254,-0.45394304,-0.170177403123729,-0.747564612033898,-0.623150268983051,-0.453663184067797,-0.498554639491525,-0.584455992033898,-0.41744681559322,-0.59974543779661,-0.773574064745763
"41",11,"WALKING_DOWNSTAIRS",0.142456557034783,0.0708122725543478,-0.324026938043478,-0.954497498695652,-0.926310469565217,-0.925814906086956,-0.0834212653347826,-0.126816662141304,-0.579710482173913,-0.374069023580435,-0.495911719565217,-0.318959594782609,-0.53437494826087,-0.684593318695652,-0.480559152608696,0.0507743652521739,0.0507743652521739,-0.127017223413043,-0.339349828493478,-0.677750588478261,0.179906764395652,0.0262777181065217,-0.348626581521739,-0.12834163051087,-0.130443829826087,-0.628902742826087,-0.397722757934783,-0.481127494565217,-0.397220471086957,-0.137123060369565,-0.173661753717391,-0.380559426947826,-0.714229669347826
"42",11,"WALKING_UPSTAIRS",-0.238802959018519,-0.103167501868519,-0.203369399185185,-0.953463105740741,-0.924360832962963,-0.906933171111111,-0.452961683518519,-0.428119229814815,-0.785359167222222,-0.501331630185185,-0.28204453962963,-0.694658851666667,-0.660431336111111,-0.809459436666667,-0.777173388518518,-0.289592148148148,-0.289592148148148,-0.490485807222222,-0.377909862407407,-0.80112703962963,-0.198733655611111,-0.0885048145574074,-0.113701770190741,-0.458255021296296,-0.437276328518518,-0.803845087037037,-0.517811645740741,-0.153787850538889,-0.729928728518519,-0.376027878888889,-0.513703461481481,-0.381223382777778,-0.822428718888889
